nodeID,nodeLabel,latitude,longitude,country_name,country_ISO3
0,unknown,14.663297999999799,49.711839499999854,Czechia,CZE
1,unknown,18.06183999999979,49.70671849999985,Czechia,CZE
2,unknown,16.198316999999776,49.98642999999984,Czechia,CZE
3,unknown,16.574931499999792,49.891128999999836,Czechia,CZE
4,level_crossing,15.48066849999978,49.30906949999985,Czechia,CZE
5,unknown,18.179372499999772,49.90311749999984,Czechia,CZE
6,level_crossing,14.3142004999998,50.729212499999846,Czechia,CZE
7,unknown,18.042374999999794,49.73710699999984,Czechia,CZE
8,level_crossing,16.602536999999785,49.907609999999835,Czechia,CZE
9,level_crossing,15.36599149999978,49.53297849999984,Czechia,CZE
10,level_crossing,15.47193649999977,49.34554749999984,Czechia,CZE
11,train_station,17.90926849999977,49.93478199999984,Czechia,CZE
12,unknown,12.649486499999796,49.80259299999983,Czechia,CZE
13,unknown,16.186342999999795,50.127688499999834,Czechia,CZE
14,unknown,14.18553799999978,48.77008649999985,Czechia,CZE
15,level_crossing,17.774836499999793,49.70008149999984,Czechia,CZE
16,level_crossing,14.556901499999782,49.66139149999984,Czechia,CZE
17,unknown,14.379343499999777,49.91970649999985,Czechia,CZE
18,train_station,15.347415499999784,49.53467899999984,Czechia,CZE
19,level_crossing,17.958391499999777,49.93802099999985,Czechia,CZE
20,unknown,15.484243499999792,49.35801949999984,Czechia,CZE
21,level_crossing,14.343321499999774,49.195115499999844,Czechia,CZE
22,unknown,12.726682999999781,49.85408399999983,Czechia,CZE
23,unknown,14.679210999999782,49.41032399999983,Czechia,CZE
24,unknown,16.25166649999977,50.62574199999983,Czechia,CZE
25,level_crossing,14.085875499999787,48.74294849999984,Czechia,CZE
26,unknown,15.574829999999793,49.60118199999985,Czechia,CZE
27,level_crossing,16.074026999999774,49.991388999999856,Czechia,CZE
28,train_station,14.841361499999778,50.19588599999983,Czechia,CZE
29,level_crossing,16.156823499999774,49.94565299999985,Czechia,CZE
30,unknown,17.93798049999978,49.64226299999984,Czechia,CZE
31,train_station,17.531004499999796,49.20287749999986,Czechia,CZE
32,train_station,15.586439499999784,49.599949999999836,Czechia,CZE
33,unknown,14.687509499999777,49.772233999999855,Czechia,CZE
34,level_crossing,14.761707499999773,49.757254499999846,Czechia,CZE
35,level_crossing,14.225796999999773,49.78867599999984,Czechia,CZE
36,train_station,15.439937499999786,49.085698999999835,Czechia,CZE
37,unknown,15.616718499999791,50.588763999999856,Czechia,CZE
38,unknown,17.97526099999979,49.47880699999985,Czechia,CZE
39,train_station,14.547690999999787,50.761078499999854,Czechia,CZE
40,level_crossing,15.593819499999796,50.594002999999844,Czechia,CZE
41,level_crossing,16.395490999999794,49.098516499999846,Czechia,CZE
42,level_crossing,14.577150999999787,49.839848499999846,Czechia,CZE
43,unknown,13.627576499999776,50.59291749999983,Czechia,CZE
44,level_crossing,14.028578499999782,48.762894999999844,Czechia,CZE
45,level_crossing,16.19151249999979,49.98405949999983,Czechia,CZE
46,level_crossing,17.53753549999979,49.19937199999984,Czechia,CZE
47,train_station,15.47682999999978,49.29845449999985,Czechia,CZE
48,level_crossing,14.600077999999797,49.66130099999984,Czechia,CZE
49,unknown,17.916741999999772,49.93106699999984,Czechia,CZE
50,train_station,14.43345549999978,49.65600999999984,Czechia,CZE
51,train_station,17.833343499999785,49.66995249999985,Czechia,CZE
52,unknown,13.645292999999782,50.59238399999984,Czechia,CZE
53,unknown,17.434068499999796,49.922712999999845,Czechia,CZE
54,unknown,16.58360449999978,49.887612999999845,Czechia,CZE
55,unknown,17.96361799999977,49.47900849999985,Czechia,CZE
56,unknown,15.600168999999795,49.41284349999984,Czechia,CZE
57,unknown,14.182723499999781,48.77113999999983,Czechia,CZE
58,train_station,16.370228499999797,49.09812149999985,Czechia,CZE
59,level_crossing,16.14356399999977,49.96251799999985,Czechia,CZE
60,train_station,17.284553999999787,49.930003999999855,Czechia,CZE
61,level_crossing,16.27194499999979,50.151936499999834,Czechia,CZE
62,train_station,18.193700999999777,49.90106349999985,Czechia,CZE
63,unknown,17.531977499999783,49.20036399999984,Czechia,CZE
64,unknown,17.94005999999979,49.643039499999844,Czechia,CZE
65,unknown,12.19658149999978,50.20928699999985,Czechia,CZE
66,level_crossing,13.651498499999775,50.598332999999855,Czechia,CZE
67,level_crossing,16.33890249999979,50.582119499999834,Czechia,CZE
68,level_crossing,17.83549899999977,49.66856249999984,Czechia,CZE
69,level_crossing,14.748258499999793,49.76220999999984,Czechia,CZE
70,train_station,17.745443499999794,49.774822999999856,Czechia,CZE
71,unknown,14.2246944999998,49.14653549999986,Czechia,CZE
72,train_station,14.181946499999782,49.79007799999985,Czechia,CZE
73,unknown,18.175607499999785,49.90363449999984,Czechia,CZE
74,level_crossing,13.809445499999782,48.92251349999984,Czechia,CZE
75,level_crossing,14.54558899999978,49.30116249999983,Czechia,CZE
76,unknown,16.246303999999782,50.62600849999984,Czechia,CZE
77,train_station,12.641748499999778,49.802557999999834,Czechia,CZE
78,unknown,13.8726364999998,48.89531949999986,Czechia,CZE
79,train_station,15.464598999999794,49.18220199999985,Czechia,CZE
80,unknown,16.249277499999778,50.624284499999845,Czechia,CZE
81,level_crossing,15.729766499999783,50.53895199999985,Czechia,CZE
82,unknown,17.92335399999979,49.927406999999846,Czechia,CZE
83,level_crossing,17.829148499999775,49.672798999999856,Czechia,CZE
84,level_crossing,15.488693499999783,49.35577549999985,Czechia,CZE
85,level_crossing,15.476988999999776,49.29608949999985,Czechia,CZE
86,level_crossing,14.528336999999794,50.68693599999983,Czechia,CZE
