nodeID,nodeLabel,latitude,longitude,country_name,country_ISO3
0,level_crossing,7.042879999999798,46.48706799999985,Switzerland,CHE
1,unknown,7.035082499999788,46.62417349999984,Switzerland,CHE
2,level_crossing,7.4160599999997885,46.93721299999984,Switzerland,CHE
3,unknown,7.08555899999979,46.574478999999855,Switzerland,CHE
4,train_station,9.369849999999786,47.423170999999854,Switzerland,CHE
5,level_crossing,9.043037499999798,47.15944349999984,Switzerland,CHE
6,unknown,6.668481999999784,46.93874399999984,Switzerland,CHE
7,unknown,7.03092049999978,46.62548099999984,Switzerland,CHE
8,train_station,8.804545999999789,46.17198449999984,Switzerland,CHE
9,unknown,8.84391599999978,46.18107399999985,Switzerland,CHE
10,unknown,9.532557499999797,46.86922899999985,Switzerland,CHE
11,unknown,8.83151049999978,46.17931549999986,Switzerland,CHE
12,unknown,8.887745499999795,46.174671999999845,Switzerland,CHE
13,train_station,9.53097699999978,46.85524749999985,Switzerland,CHE
14,unknown,9.531894499999794,46.86096249999986,Switzerland,CHE
15,unknown,9.559970499999793,46.92180299999984,Switzerland,CHE
16,unknown,8.883879499999779,46.17538749999986,Switzerland,CHE
17,unknown,6.905627499999781,46.68587199999985,Switzerland,CHE
18,unknown,9.069274999999777,47.131702999999845,Switzerland,CHE
19,unknown,9.531973999999792,46.858963499999845,Switzerland,CHE
20,unknown,8.8457089999998,46.17977449999984,Switzerland,CHE
21,train_station,9.252095499999797,47.411178999999834,Switzerland,CHE
22,unknown,8.29889849999978,47.048159499999855,Switzerland,CHE
23,train_station,7.4147894999997845,46.925038999999856,Switzerland,CHE
24,unknown,7.438898999999793,46.95050449999985,Switzerland,CHE
25,level_crossing,9.069192999999785,47.09760749999984,Switzerland,CHE
26,unknown,9.358483499999778,47.41383299999984,Switzerland,CHE
27,train_station,9.062617499999789,47.12214349999985,Switzerland,CHE
28,train_station,8.89731599999979,47.55888849999985,Switzerland,CHE
29,level_crossing,6.932058499999783,46.650698499999834,Switzerland,CHE
30,unknown,8.721824499999798,47.157849999999854,Switzerland,CHE
31,level_crossing,8.70095699999979,47.14250099999984,Switzerland,CHE
32,level_crossing,9.287573999999779,47.39493699999986,Switzerland,CHE
33,unknown,9.069232999999798,47.106944499999855,Switzerland,CHE
34,level_crossing,8.953069999999798,47.49771899999985,Switzerland,CHE
35,train_station,8.526118999999795,47.303739999999834,Switzerland,CHE
36,level_crossing,6.63444899999979,46.92284549999985,Switzerland,CHE
37,unknown,8.797511999999784,47.31145899999984,Switzerland,CHE
38,unknown,6.120856999999802,46.20240399999986,Switzerland,CHE
39,unknown,7.084029999999785,46.57689399999984,Switzerland,CHE
40,train_station,9.072032499999779,47.039310999999856,Switzerland,CHE
41,unknown,6.919551999999783,46.65706049999986,Switzerland,CHE
42,unknown,6.1212574999997855,46.199790999999834,Switzerland,CHE
43,level_crossing,7.418311999999787,46.93353949999985,Switzerland,CHE
44,unknown,9.068127499999804,47.109155499999844,Switzerland,CHE
45,level_crossing,7.609821499999782,47.54312249999984,Switzerland,CHE
46,unknown,8.537943499999784,47.378198499999854,Switzerland,CHE
47,unknown,9.065139499999788,47.13140149999984,Switzerland,CHE
48,unknown,6.918432999999794,46.65930399999985,Switzerland,CHE
49,train_station,8.521668999999804,47.319198999999855,Switzerland,CHE
50,unknown,7.083288499999782,46.57858249999984,Switzerland,CHE
51,unknown,6.8353264999997805,47.098403999999846,Switzerland,CHE
52,unknown,8.832019499999802,47.302276499999834,Switzerland,CHE
53,unknown,6.913815499999799,46.435854499999834,Switzerland,CHE
54,unknown,8.297132499999805,47.05129399999984,Switzerland,CHE
55,level_crossing,7.416674999999799,46.927347499999854,Switzerland,CHE
56,unknown,9.028676999999789,47.466105999999854,Switzerland,CHE
57,unknown,6.900583499999783,46.44493199999985,Switzerland,CHE
58,unknown,6.90235949999979,46.449546499999855,Switzerland,CHE
59,level_crossing,8.955523999999798,47.49513149999984,Switzerland,CHE
60,train_station,7.418752499999783,46.93009499999985,Switzerland,CHE
61,unknown,6.839513499999782,47.096880499999855,Switzerland,CHE
62,unknown,8.52355849999978,47.345150499999846,Switzerland,CHE
63,unknown,8.83648649999978,47.30216849999985,Switzerland,CHE
64,unknown,9.029499499999787,47.46257999999983,Switzerland,CHE
65,unknown,6.9973679999997955,46.455902999999836,Switzerland,CHE
66,unknown,7.4662824999998065,47.48499699999985,Switzerland,CHE
67,unknown,6.965971999999795,46.454507999999834,Switzerland,CHE
68,level_crossing,8.898115999999789,47.55512699999986,Switzerland,CHE
69,unknown,9.727186499999789,46.92447049999984,Switzerland,CHE
70,unknown,9.069706499999796,46.75470899999985,Switzerland,CHE
71,unknown,10.031511999999793,46.389151499999855,Switzerland,CHE
72,unknown,9.755300999999804,46.621894499999854,Switzerland,CHE
73,train_station,9.278223999999796,47.391027499999836,Switzerland,CHE
74,unknown,6.900139499999796,46.98589699999985,Switzerland,CHE
75,unknown,9.449788499999784,46.694627499999854,Switzerland,CHE
76,unknown,7.633591999999794,46.90918049999985,Switzerland,CHE
77,unknown,10.031462499999805,46.38702849999984,Switzerland,CHE
78,unknown,9.879688499999787,46.86804199999983,Switzerland,CHE
79,unknown,8.124210999999804,47.38852649999984,Switzerland,CHE
80,unknown,9.333823999999794,47.406205999999855,Switzerland,CHE
81,unknown,9.134830499999794,47.35659799999985,Switzerland,CHE
82,unknown,9.7591639999998,46.71141599999984,Switzerland,CHE
83,unknown,8.601032999999802,46.640363999999835,Switzerland,CHE
84,unknown,8.788550999999785,47.32062299999984,Switzerland,CHE
