nodeID,nodeLabel,latitude,longitude,country_name,country_ISO3
0,unknown,18.492519999999786,45.06163949999984,Croatia,HRV
1,unknown,16.053425999999774,44.609330999999855,Croatia,HRV
2,unknown,16.131189499999778,44.39613749999984,Croatia,HRV
3,unknown,14.243178999999799,45.50432299999986,Croatia,HRV
4,unknown,16.304625999999786,46.38830899999985,Croatia,HRV
5,unknown,15.605439999999788,46.116119499999854,Croatia,HRV
6,unknown,15.656180499999778,46.08201999999986,Croatia,HRV
7,unknown,16.217457999999795,44.22241949999986,Croatia,HRV
8,unknown,16.240842999999785,44.19600249999985,Croatia,HRV
9,unknown,16.943537499999792,46.24655849999985,Croatia,HRV
10,train_station,16.812349499999783,46.35369049999986,Croatia,HRV
11,unknown,15.682328499999784,45.889140499999854,Croatia,HRV
12,unknown,19.086228499999777,45.52314149999984,Croatia,HRV
13,train_station,18.843740499999768,44.88079049999985,Croatia,HRV
14,train_station,16.525390499999787,45.23751049999984,Croatia,HRV
15,train_station,17.645478999999796,43.05955099999986,Croatia,HRV
16,unknown,15.343008999999796,45.645538499999844,Croatia,HRV
17,train_station,15.84519949999978,46.18738949999985,Croatia,HRV
18,train_station,16.44572999999977,46.511340999999845,Croatia,HRV
19,unknown,14.436251499999798,45.323750499999846,Croatia,HRV
20,unknown,16.43948949999978,43.50702349999986,Croatia,HRV
21,unknown,16.25087549999978,43.51422049999985,Croatia,HRV
22,unknown,15.28674049999978,45.23936099999986,Croatia,HRV
23,unknown,17.12589049999977,45.98894099999984,Croatia,HRV
24,unknown,18.964069499999795,45.37450049999984,Croatia,HRV
25,unknown,18.69729049999978,45.552718999999854,Croatia,HRV
26,train_station,18.85609249999979,44.915496999999846,Croatia,HRV
27,train_station,18.979379499999794,45.50015999999985,Croatia,HRV
28,train_station,16.968400999999773,45.32870199999985,Croatia,HRV
29,unknown,19.16414299999977,45.147068999999846,Croatia,HRV
30,unknown,13.847254999999791,44.873203499999846,Croatia,HRV
31,train_station,15.225859499999785,45.26866149999984,Croatia,HRV
32,train_station,15.539994999999777,45.49968349999986,Croatia,HRV
33,unknown,15.964810499999771,45.76702899999984,Croatia,HRV
34,train_station,15.982677999999794,45.80400399999985,Croatia,HRV
