nodeID,nodeLabel,latitude,longitude,country_name,country_ISO3
0,train_station,12.190099499999775,55.76645649999983,Denmark,DNK
1,unknown,8.555305499999804,56.58021549999984,Denmark,DNK
2,unknown,9.58653849999979,54.91617199999985,Denmark,DNK
3,unknown,12.368691499999784,55.78377899999984,Denmark,DNK
4,unknown,11.844938999999783,54.75764449999983,Denmark,DNK
5,train_station,12.064744999999789,55.83407599999984,Denmark,DNK
6,level_crossing,8.28744999999978,56.54224399999984,Denmark,DNK
7,unknown,11.85534949999979,54.75619899999984,Denmark,DNK
8,unknown,12.55489449999979,55.71300499999984,Denmark,DNK
9,level_crossing,12.248877499999793,55.35497299999983,Denmark,DNK
10,unknown,8.350366999999778,56.346622499999825,Denmark,DNK
11,train_station,8.689393999999794,56.952075999999835,Denmark,DNK
12,unknown,10.144716499999788,56.11664599999983,Denmark,DNK
13,train_station,12.194682999999799,55.30674349999984,Denmark,DNK
14,level_crossing,11.612761499999777,54.79622649999985,Denmark,DNK
15,train_station,9.963016499999782,57.59139649999983,Denmark,DNK
16,train_station,9.359877499999783,54.82243949999983,Denmark,DNK
17,unknown,12.184715999999781,55.44944399999983,Denmark,DNK
18,airfield,12.64901999999978,55.629443999999836,Denmark,DNK
19,unknown,12.639123999999782,55.63164849999984,Denmark,DNK
20,unknown,9.256438999999801,54.93109899999985,Denmark,DNK
21,unknown,10.5307999999998,57.458289499999836,Denmark,DNK
22,unknown,10.366676499999784,57.47845449999983,Denmark,DNK
23,ferry_station,12.61629499999978,56.033878499999844,Denmark,DNK
24,train_station,12.614295999999797,56.03284449999984,Denmark,DNK
25,level_crossing,8.283916499999805,56.54438799999983,Denmark,DNK
26,unknown,8.290677999999787,56.54381549999982,Denmark,DNK
27,train_station,8.207833499999794,56.700278999999824,Denmark,DNK
28,level_crossing,8.213771999999778,56.70383449999983,Denmark,DNK
29,train_station,10.155187999999782,56.07213949999985,Denmark,DNK
30,unknown,8.479760999999797,55.62597249999985,Denmark,DNK
31,unknown,11.57054599999978,55.841083499999826,Denmark,DNK
32,level_crossing,8.399093999999792,56.71369949999985,Denmark,DNK
33,level_crossing,12.36613349999979,55.32305149999985,Denmark,DNK
34,unknown,9.387511499999789,54.93548199999984,Denmark,DNK
35,unknown,11.573685499999783,55.84351749999985,Denmark,DNK
36,level_crossing,10.162755999999803,56.06919499999984,Denmark,DNK
37,train_station,10.198021999999781,56.057071499999836,Denmark,DNK
38,unknown,11.594472499999796,55.862494499999826,Denmark,DNK
39,unknown,11.84012199999978,54.75938799999983,Denmark,DNK
40,unknown,9.558340499999787,56.16399399999983,Denmark,DNK
41,unknown,8.618286499999783,56.452458499999835,Denmark,DNK
42,unknown,10.192459999999784,56.06021899999985,Denmark,DNK
43,unknown,9.381005499999787,54.935294999999826,Denmark,DNK
44,level_crossing,8.326477999999781,55.616798499999845,Denmark,DNK
45,train_station,10.152099499999792,55.97722649999983,Denmark,DNK
46,level_crossing,8.344650499999801,56.342216499999836,Denmark,DNK
47,unknown,8.611143499999798,56.47763799999984,Denmark,DNK
48,unknown,12.1888734999998,55.76972149999983,Denmark,DNK
49,level_crossing,11.468922499999792,55.78515999999985,Denmark,DNK
50,unknown,12.2281724999998,55.353500999999824,Denmark,DNK
51,train_station,11.501866499999778,54.77762199999984,Denmark,DNK
52,unknown,8.49253349999978,55.623912999999845,Denmark,DNK
53,unknown,10.193039499999799,56.021926999999835,Denmark,DNK
54,train_station,11.673843499999776,55.92156599999984,Denmark,DNK
55,level_crossing,8.461010999999786,55.623770999999834,Denmark,DNK
56,unknown,12.186832499999781,55.77552399999985,Denmark,DNK
57,train_station,9.592499499999803,54.91798399999985,Denmark,DNK
58,level_crossing,12.13852799999978,55.27188849999985,Denmark,DNK
59,level_crossing,8.440737999999783,56.36880099999985,Denmark,DNK
60,level_crossing,8.41802199999978,56.75043499999984,Denmark,DNK
61,unknown,8.291247499999798,55.62015899999983,Denmark,DNK
62,train_station,11.835996499999794,54.760091499999845,Denmark,DNK
63,unknown,12.4834069999998,55.68889599999983,Denmark,DNK
64,unknown,11.675444499999799,55.71230699999984,Denmark,DNK
65,train_station,11.457388999999779,55.75276199999985,Denmark,DNK
66,unknown,11.66464499999978,54.79544849999985,Denmark,DNK
67,level_crossing,8.552571999999799,56.539634499999835,Denmark,DNK
68,unknown,8.295049499999806,55.61879349999984,Denmark,DNK
69,unknown,8.420615999999796,56.76073049999982,Denmark,DNK
70,level_crossing,11.551233499999796,55.823131499999846,Denmark,DNK
71,level_crossing,10.461071999999803,55.303409499999844,Denmark,DNK
72,train_station,8.476307499999791,55.62456549999985,Denmark,DNK
73,unknown,10.187716499999794,56.00547399999985,Denmark,DNK
74,train_station,8.283963999999798,55.627349999999836,Denmark,DNK
75,level_crossing,11.27247799999978,54.81059999999985,Denmark,DNK
76,train_station,10.49009799999979,57.489712499999825,Denmark,DNK
77,unknown,12.381688999999795,55.77934699999983,Denmark,DNK
78,unknown,12.496968499999781,55.68625349999985,Denmark,DNK
79,unknown,12.476370999999801,55.69111249999983,Denmark,DNK
80,level_crossing,8.284861499999806,55.62491249999982,Denmark,DNK
81,unknown,8.420216499999782,56.758796499999846,Denmark,DNK
82,level_crossing,10.491460999999788,57.48901749999985,Denmark,DNK
83,level_crossing,11.149155499999779,54.83302299999983,Denmark,DNK
84,unknown,12.159351999999785,55.795480499999826,Denmark,DNK
85,unknown,8.523389999999779,56.88666899999984,Denmark,DNK
86,level_crossing,9.61051649999979,54.93305949999984,Denmark,DNK
